@400000005e4b95a11a4dc3a0 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e4b95a2089f561c #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e4b996b01fd2be8 #d,-,18,2429,2357,1156,902,5,241876,14996,3757,2357,1203,2429,2355,1126,87,99,0,501,2787;
@400000005e4b996b0206248c #d,-,18,2491,2357,1152,903,5,241811,14992,2491,2357,1156,2429,2354,1151,90,99,0,501,2763;
@400000005e4b996d0213dc91 #d,-,18,2490,2358,1149,904,5,241745,14988,2491,2359,1153,2490,2356,1148,90,99,0,501,2756;
@400000005e4b996d021c6396 #d,-,18,2490,2357,1151,904,5,241680,14984,2490,2359,1157,2490,2357,1147,90,99,0,501,2756;
@400000005e4b996f02298b3f #d,-,18,2490,2357,1152,905,5,241640,14981,2490,2359,1154,2490,2356,1148,90,99,0,501,2753;
@400000005e4b996f02326080 #d,-,18,2489,2357,1145,906,5,241550,14976,2490,2360,1155,2489,2357,1145,90,99,0,501,2756;
@400000005e4b997102401111 #d,-,18,2488,2357,1147,907,5,241484,14972,2489,2359,1147,2488,2356,1140,90,99,0,501,2749;
@400000005e4b99710248945c #d,-,18,2486,2357,1142,907,5,241418,14967,2488,2359,1151,2486,2356,1142,90,99,0,501,2739;
@400000005e4b99730255e6dd #d,-,18,2484,2358,1141,908,5,241377,14965,2486,2360,1145,2484,2357,1138,90,99,0,501,2737;
@400000005e4b9973025e2f7c #d,-,18,2481,2357,1138,909,5,241311,14961,2484,2359,1149,2481,2356,1138,90,99,0,501,2732;
@400000005e4b9975026b8970 #d,-,18,2479,2357,1143,909,5,241220,14955,2481,2359,1147,2479,2356,1137,90,99,0,501,2737;
@400000005e4b997502740902 #d,-,18,2477,2357,1133,910,5,241153,14951,2479,2359,1143,2477,2357,1133,90,99,0,501,2730;
@400000005e4b99770281b131 #d,-,18,2474,2358,1142,911,5,241087,14947,2477,2359,1142,2474,2357,1132,90,99,0,501,2720;
@400000005e4b9977028a506d #d,-,18,2471,2360,1137,911,5,241045,14944,2474,2360,1143,2471,2356,1136,90,99,0,501,2727;
@400000005e4b9979029750f9 #d,-,18,2469,2361,1138,912,5,240955,14939,2471,2361,1141,2469,2358,1133,90,99,0,501,2730;
@400000005e4b997902a060e6 #d,-,18,2467,2358,1137,913,5,240889,14935,2469,2361,1141,2467,2358,1133,90,99,0,501,2723;
@400000005e4b997b02adee13 #d,-,18,2465,2359,1132,913,5,240823,14931,2467,2361,1139,2465,2358,1131,90,99,0,501,2723;
@400000005e4b997b02b684ee #d,-,18,2462,2359,1133,914,5,240756,14926,2465,2361,1135,2462,2359,1128,90,99,0,501,2713;
@400000005e4b997d02c3e29b #d,-,18,2459,2360,1133,915,5,240713,14924,2462,2362,1137,2459,2359,1126,90,99,0,501,2713;
@400000005e4b997d02cce3a1 #d,-,18,2457,2360,1135,915,5,240623,14918,2459,2362,1136,2457,2359,1130,90,99,0,501,2715;
@400000005e4b997f02daba62 #d,-,18,2455,2360,1131,916,5,240556,14914,2457,2362,1135,2455,2359,1130,90,99,0,501,2715;
@400000005e4b997f02e3785a #d,-,18,2453,2358,1132,917,5,240490,14910,2455,2361,1139,2453,2358,1130,90,99,0,501,2715;
@400000005e4b998102f0c721 #d,-,18,2451,2358,1134,917,5,240424,14906,2453,2360,1137,2451,2357,1127,90,99,0,501,2715;
@400000005e4b998102f998a7 #d,-,18,2450,2358,1128,918,5,240358,14902,2451,2360,1135,2450,2357,1128,90,99,0,501,2711;
@400000005e4b998303075bd9 #d,-,18,2448,2360,1131,919,5,240291,14898,2450,2360,1134,2448,2358,1127,90,99,0,501,2711;
@400000005e4b9983030fe013 #d,-,18,2446,2361,1127,919,5,240225,14893,2448,2361,1133,2446,2358,1125,90,99,0,501,2706;
@400000005e4b9985031d0f30 #d,-,18,2444,2361,1130,920,5,240159,14889,2446,2361,1132,2444,2358,1125,90,99,0,501,2704;
@400000005e4b99850325e82a #d,-,18,2442,2360,1127,921,5,240117,14887,2444,2361,1131,2442,2359,1124,90,99,0,501,2704;
@400000005e4b99870333a02e #d,-,18,2440,2361,1130,921,5,240026,14881,2442,2361,1134,2440,2358,1124,90,99,0,501,2706;
@400000005e4b9987033c1fc0 #d,-,18,2439,2361,1130,922,5,239961,14877,2440,2362,1131,2439,2359,1124,90,99,0,501,2701;
@400000005e4b998903494769 #d,-,18,2438,2361,1129,923,5,239895,14873,2439,2361,1133,2438,2359,1126,90,99,0,501,2708;
@400000005e4b99890352400e #d,-,18,2437,2362,1129,924,5,239829,14869,2438,2362,1136,2437,2360,1124,89,99,0,501,2708;
@400000005e4b998b035fd0f5 #d,-,18,2436,2359,1130,924,5,239764,14865,2437,2362,1133,2436,2359,1126,90,99,0,501,2706;
@400000005e4b998b036857fa #d,-,18,2436,2358,1129,925,5,239723,14862,2436,2361,1134,2436,2358,1125,90,99,0,501,2706;
Lost connection at /opt/powertools/bin/wattsup1 line 220.
	main::failure('Lost connection') called at /opt/powertools/bin/wattsup1 line 271
	main::recv_msg() called at /opt/powertools/bin/wattsup1 line 504
